Domain,Topic,News,Label
Celebrity,"Kendall Jenner Has Another 22nd Birthday Bash  ith Blake Griffin, Kim Kardashian, and More: Pics!",One party’s simply not enough when you’re Kendall Jenner! The supermodel rang in her 22nd birthday with family and friends at Petite Taqueria in  est Hollywood on Thursday night.,Legit
Celebrity,Robert Pattinson: ‘Good Time’ ‘Helped Me Become a Better Actor’,"Robert Pattinson is earning rave reviews for his intense and electrifying performance in A24’s crime thriller, “Good Time.” Under the helm of directors and brothers Josh and Benny Safdie, the “Twilight” star hides his dashing good looks to portray a grimy, bleached blond, goatee-sporting, crook from Queens, New York, who embarks on a mission to bail his mentally impaired brother (played by co-director Benny) out of prison after a failed robbery attempt.  hile taking on the demanding role, Pattinson said the experience has helped him mature into a commanding actor.",Legit
Celebrity,Aid worker claims Angelina Jolie adopted son Maddox using fake details,A Cambodian aid worker is making extraordinary claims about Angelina Jolie's 2003 adoption of eldest son Maddox Jolie-Pitt.,Legit
Sports, Dai Young tells Wasps backline to raise work rate against Leinster,"Wasps' star-studded backline have been urged to show more ""belly for the fight"" if they intend to transform the club from great entertainers into title winners. No team in England has scored more tries than the Premiership leaders but the head coach  Dai Young  has warned his squad that scintillating attack alone will not earn a European semi-final at Leinster's expense on Saturday. The range of crowd-pleasing talent at Wasps' disposal behind the scrum is almost reminiscent of the Harlem Globetrotters  with Kurtley Beale  Willie le Roux  Christian Wade and Danny Cipriani capable of electrifying a game at any moment. Young  though  has no desire to be seen as the Kevin Keegan of rugby union coaching  applauded for the spectacular way his side attack but without any trophies to show for it.",Legit
Celebrity,Tom Hanks Officiated Allison  illiams‘s  edding to Ricky Van Veen,"Allison  illiams wasn’t on hand to cheer on her Girls co-stars at the Emmy Awards on Sunday night, but she probably didn’t miss the spectacle—she was too busy celebrating being a newlywed. The actress’s wedding to CollegeHumor co-founder Ricky Van Veen took place at a  yoming ranch on Saturday, and so far—like a true Millennial—all she’s shared about the big event is this Instagram, featuring her custom Oscar de la Renta gown.",Legit
Celebrity,,"Pregnant Kylie Jenner Is 'Very Self-Conscious' About Her Changing Body, Says Source",Fake
Celebrity,"OJ’s Comeback Plan: “Dancing  ith The Stars"" - EXCLUSIVE","OJ Simpson is starting to think about his future and making money, which is why he has begun to assemble a new team who are suggesting that the disgraced former football giant joins the cast of Dancing  ith The Stars.",Fake
Celebrity, hy Can't Jessie J Be Bi?,"Singer Jessie J, 24, is in the news because of her sexuality again. But this time, it's not because of something the out and outspoken bi artist has done. Just the opposite. This time, it's because of something an unofficial biographer says she hasn't done. And that thing is: have sex with men.",Legit
Celebrity,Billy Bush's wife is 'furious' at him after Trump interview leak,"Billy Bush may have just posted a new selfie with his wife, but rumors are swirling that all is not well back in their California paradise.",Fake
Sports,"Roger Federer Beats Roberto Agut, as Spectators Cry Foul","In tennis news, many are saying that aging athlete Roger Federer found it necessary to cheat at the Miami Open. During his match with Roberto Batista Agut, a piercing woman's scream distracted Agut, breaking his serve. Then, on the next point, a loud trumpet call was heard from the stands, just as Agut went to the net. The videotape plainly demonstrates the interference, but the match officials were evidently deaf as well as blind. It is hard to believe that a beloved champion has come to this!",Fake
Technology,A Google computer victorious over the world's 'Go' champion,"On Saturday, a Google computer clocked its third consecutive victory over Lee Se-dol, the long-reigning global champion of the world's most complex board game. That win makes the machine the clear winner in a best-of-five series.",Legit
Celebrity,Kim Kardashian and Kanye  est's Trial Separation Lasted for Six  eeks (EXCLUSIVE),"After suffering a breakdown at the end of 2016, Kanye  est has been keeping an extremely low profile. But what fans didn't know is that the rapper and his wife Kim Kardashian were going through a trial separation.",Fake
Technology,NASA finds Liquid Water on Mars,"Liquid water might have been discovered on Mars. Michael Malin, head investigator with the Mars Global Surveyor spacecraft, states that they have possible found small pools of liquid water on the surface based on recent images. ""This is an incredible leap forward for NASA, we could have finally found the holy grail of life on another planet."" Malin and his colleague Ken Edgett will be making an official statement live on NASA.com once all the information has been reviewed and approved. Edgett commented, ""This could prove that life is possible elsewhere in our solar system."" Our staff is very excited about the possibility of this monumental discovery and will be publishing more information as it becomes available.",Fake
Entertainment,Ex-Fox News CFO will not have immunity in Roger Ailes investigation,"""The federal investigation stemming from sexual harassment allegations made against former Fox News chief Roger Ailes took a dramatic turn on Tuesday with a report that prosecutors will deny any immunity to the Fox News CFO. Mark Kranz Fox News' chief financial officer until his retirement last August has been offered immunity from prosecution in exchange for his cooperation with the investigation two sources with knowledge of the matter confirmed to CNNMoney.  However, these offers have been pulled after the CFO refused to show at court dates. The investigation centers on questions about whether 21st Century Fox misled investors by hiding payments to Fox News employees who alleged that they were sexually harassed by Ailes. As CFO Kranz was directly involved in preparing the company's financial statements and is thus potentially a key witness in the investigation the sources said. Kranz's lawyer declined to comment on the matter. Spokespeople for the Department of Justice and the U.S. Attorney's Office for the Southern District of New York which is handling the investigation also declined to comment.""",Fake
